Sample	01_A	01_B	01_C	02_A	02_B	02_C	03_A	03_B	03_C	04_A	04_B	04_C	05_A	05_B	06_A	07_A	07_B	08_A	08_B	09_A	10_A	10_B
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Lachnoclostridium.s__Clostridium_asparagiforme	0	0	0	0	0	0	0	0	0	0.581363	0	0.417908	0.211617	0	0	0	0	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	13.1175	0	0	0	0	0	0	0	7.99659	3.90495	0	0.243695	0	0	1.31263	0	0	0.840907	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Lachnoclostridium.s__Clostridium_lavalense	0	0	0	0	0	0	0	0.358896	0.47646	0	0	0	0	0	0	0.806742	0.296237	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	0	0	0	0	0	0	0	0	0	1.39823	0	0	0	0	1.29565	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	11.7178	3.66517	0.92229	17.6059	0	6.01589	0	0	0	0	2.81067	17.5249	0.842813	22.8586	0	0	12.9198	20.1363	6.40844	1.94095	7.71703	6.30076
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46459
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Streptococcus.s__Streptococcus_thermophilus	0	0	0	0	0	0	4.83674	0.409512	6.88942	0	0	0	0	0	0	0	0	0.408605	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	86.5824	89.2013	48.2056	30.3627	28.0132	18.7725	29.002	41.0104	74.4627	81.2106	47.5699	19.5014	145.235	79.5363	70.589	22.0673	41.7028	52.7015	58.5244	89.4065	39.1315	44.5997
AST-PWY: L-arginine degradation II (AST pathway)	0	0.612694	98.8722	0	7.40975	0	74.9544	1.64834	0	3.55346	0	0.538247	64.5144	0.980602	0.515717	7.34788	0.902392	0.384764	0	2.23998	0	0
AST-PWY: L-arginine degradation II (AST pathway)|g__Escherichia.s__Escherichia_coli	0	0	96.4894	0	6.2886	0	73.6555	0.100528	0	2.94714	0	0	0	0	0	7.21983	0	0	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	1.0195	0	0	0	0	0.339604	0	0	0	0	0	0	0	0	0	0	0	0
AST-PWY: L-arginine degradation II (AST pathway)|unclassified	0	0.612694	0	0	0	0	0	1.28682	0	0	0	0	64.5144	0.980602	0	0	0.902392	0.384764	0	2.23998	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	130.463	91.3786	249.015	9.86089	36.5326	132.352	202.193	88.2732	82.1669	92.9401	35.606	48.5842	182.19	14.7254	82.0935	86.6176	42.6958	8.72755	106.68	34.3558	98.0528	103.252
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	1.22025	0	0	0	0	0	0	0	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	0	0	0	0	0	8.29586	0	0	0	0	0	0	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Escherichia.s__Escherichia_coli	0	0	158.05	0	9.73784	0	110.759	0	0	5.01973	0	0	0	0	0	10.9073	0	0	0	0	0	0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified	55.8297	59.7717	27.5168	2.79866	3.07732	9.95291	9.25401	34.9313	38.0506	8.10072	0	1.00139	77.3399	13.311	1.92157	11.7567	16.46	8.21143	1.17905	22.1025	1.23241	1.72338
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	440.155	483.014	429.501	401.895	519.949	411.113	400.998	405.224	441.251	434.043	389.186	445.781	432.219	435.23	485.771	466.312	440.164	424.611	408.415	445.513	455.532	489.042
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Actinomyces.s__Actinomyces_sp_ICM47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901089
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0	1.20228	0	0	0	0	0	0	0	0	0	0.123537
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	0	1.4731	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	16.6507	1.02124	1.83792	0	6.72812	0	17.3139	1.81142	0	37.3479	6.94876	17.8126	0	0	7.17074	6.44983	2.70623
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Anaeromassilibacillus.s__Anaeromassilibacillus_sp_An250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9554	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Anaerostipes.s__Anaerostipes_caccae	9.72827	16.8137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	13.4193	0	3.20804	0	0	14.9833	0	47.3057	6.37839	0	24.9906	22.9987	49.4408	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Asaccharobacter.s__Asaccharobacter_celatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35011	0.182576
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0	0	0	0	0	4.46188	0	0	0	0	0	0	0	0	8.49651	7.88699
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	0.56586	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0	0	0.592228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	0	0	1.58594	36.4448	0	3.79699	1.47226	0	0	0.67614	0	0.192557	0	0	0	0.169728	9.0017	0	0	0.849995	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	6.89157	0	0	0	0	2.74405	1.45212	0.616937	0	0	0	7.04859	0	15.5542	0.961852	2.91166	1.18148
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0.747609	0	0.553206	28.127	3.8802	0	0	0	1.31189	0	31.6243	0	0	0	0	0	29.186	19.7315
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0	0	0	0	0	0	0	0	0.216128	0	0	0	0	0	3.73093	0	2.68547	3.47565
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	72.5675	26.2089	19.1255	15.5883	2.1942	54.1847	20.4964	15.3187	21.8035	29.85	7.52863	12.2733	22.5594	20.8222	31.9952	15.274	8.87227	11.5441	61.3596	10.9636	28.6406	16.354
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	2.40222	7.9878	0	0	0	0	0	0	0	15.3194	15.161
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	5.8057	0	0	0	0	0	0	0	0	0.722855	0	0	0	0	0	0	0	7.80758	8.18254
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0.250386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bifidobacterium.s__Bifidobacterium_dentium	0	0	0.821236	0	0	6.91178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	2.09002	0	0	0	0	0	0	0	2.94388	3.56667
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	44.9685	0.292512	0	0	0	0	0	0	0	0	0	0	3.29836	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bilophila.s__Bilophila_wadsworthia	0	0	0	0	0	0	0	1.71922	0.860626	1.92369	0	1.21415	0	0	2.67711	2.60032	1.26991	0	1.62129	1.00589	2.60276	1.86593
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Blautia.s__Blautia_hydrogenotrophica	1.94476	0	0	4.61384	0	0	0	0	2.28965	1.5495	14.9484	0	0	0	0	0	0	4.16926	4.25241	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Blautia.s__Blautia_obeum	0	0	0	0	15.0523	3.497	13.5886	23.6189	0	0.525566	0	12.3823	4.36647	0	0.608658	0.496184	11.8328	0	0	0	6.69022	13.0962
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Blautia.s__Blautia_sp	0	0	0	0	0	0	0.122224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Blautia.s__Blautia_wexlerae	0	0	0	0	31.8204	0.695024	9.59655	1.55106	0	6.66983	0	7.40363	11.6105	0	6.91224	7.7195	5.33003	0	0	0	5.25025	11.1119
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	3.73144	0	10.4135	9.13223	0	1.60227	6.35138	0	3.02033	39.5552	1.75914	0	0	2.69919	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Blautia.s__Ruminococcus_torques	71.6356	0	25.72	0	67.2139	2.10523	7.67878	6.66692	65.7708	16.9436	0	14.6039	11.5437	0	17.4746	16.9163	5.34087	0	13.5007	8.24062	27.5641	41.6112
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Catabacter.s__Catabacter_hongkongensis	0	0	0	9.17657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Clostridioides.s__Clostridioides_difficile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1457	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Clostridium.s__Clostridium_disporicum	0	0	0	0	0	13.366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Coprococcus.s__Coprococcus_comes	0	0	0	0	0	0	0	0	0	0	0	2.69011	1.90351	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Desulfovibrio.s__Desulfovibrio_fairfieldensis	0	1.66304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Dorea.s__Dorea_formicigenerans	0	0	0	0	0	0	0	0	0	0	0	1.74399	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	1.96932	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Eggerthella.s__Eggerthella_lenta	2.64188	1.79333	0	23.8083	0	3.98383	0.677578	2.47178	2.76781	2.41377	10.343	1.87355	0	33.2676	4.0184	6.9336	4.62665	46.655	5.07744	8.51042	1.00454	1.64345
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Eisenbergiella.s__Eisenbergiella_massiliensis	7.17692	2.30446	0	0.409481	0.692153	0.573308	0	0	0	0	0	1.08	0	0	0	0	0.921166	1.44535	0.582491	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Eisenbergiella.s__Eisenbergiella_tayi	0.321893	0.436485	0	2.77715	1.27629	0.234991	0	0	0	1.75737	0	0	0	1.3749	0	0.477433	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0	0	1.11549	0	3.6169	12.463	0	0	0	0.841428	2.86849	0	0.115248	1.10474	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Erysipelotrichaceae_unclassified.s__Erysipelotrichaceae_bacterium_3_1_53	0	0	0	0	0	0	0	0	0	0	81.6886	0.437254	0	0	0	0	0	8.56459	0	0.596461	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	201.606	0	12.1117	0	158.878	0.6331	0	6.21408	0	0	0	0	0	15.4131	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Eubacterium.s__Eubacterium_callanderi	3.6261	6.21212	0	4.56945	0	0	0	4.95494	2.29703	0	0	0	0	0	1.04624	0	0	1.21597	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Eubacterium.s__Eubacterium_eligens	0	0	0	0	1.17142	0	0	0	0	0	0	5.4072	6.32932	0	0	0	0	0	0	0	11.692	6.37889
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0	11.0697	1.37498	3.13361	0	0	9.26696	0	6.69481	1.70534	0	7.52785	3.71036	6.67437	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	0	0	0	0	0	0	0.513875	0	9.11926	0	0	2.40142	1.37607	0	0	0	0	0	0	0	0	1.89275
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Flavonifractor.s__Flavonifractor_plautii	7.75828	1.77842	0.22077	0	0	0	0	1.60143	3.27373	5.36777	0	1.53016	0.354587	1.99074	0	17.9409	1.95664	2.87029	3.18601	1.07677	2.34371	1.86243
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Gemmiger.s__Gemmiger_formicilis	0	0	0	0	0	0	0	0	0	0	0	10.1416	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Gordonibacter.s__Gordonibacter_pamelaeae	0	0	0.172882	2.31334	0	0.274039	0	0	0	0	0	0	0.574461	2.17164	0	0	0	0	0	0.411761	0	0.358735
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Gordonibacter.s__Gordonibacter_urolithinfaciens	0	0	0	0	0	0.679243	0	0	0	0	0	0	0	0	0	0	0.599623	0	0	1.23043	0	0.091835
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Hungatella.s__Hungatella_hathewayi	0	0	0	0.907913	0	2.30393	0	16.0417	8.95972	0.298947	19.0131	0	0	6.97437	1.95602	0	8.76907	2.84287	0	4.77469	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Intestinimonas.s__Intestinimonas_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	1.04395	0	0	0	0	1.57001	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Klebsiella.s__Klebsiella_quasipneumoniae	0	0	0	0	0	0	0	0	0	0	0	0.387457	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Lachnoclostridium.s__Clostridium_asparagiforme	0	0	0	0	0	0	0	0	0	0	0	0.423556	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Lachnoclostridium.s__Clostridium_scindens	8.40221	4.79862	0	8.09194	0	8.44409	0.906124	4.11333	10.317	0	0	0	0.441255	8.61673	3.71258	2.67872	0	4.88586	16.1751	0	1.21005	0.526381
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	0	0	44.6109	1.41878	3.72645	0	0	11.9165	0	3.69559	6.6206	0	10.823	3.16018	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Methanosphaera.s__Methanosphaera_stadtmanae	0	0	0	0	0	0	0	0	0	0	0	1.15086	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Monoglobus.s__Monoglobus_pectinilyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284098	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	17.722	5.184	1.06028	22.4693	0	7.55508	0	0	0	0	3.51734	22.7661	1.01926	28.7982	0	0	16.5986	25.4778	7.45314	1.90543	9.87968	8.59454
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89105	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae	0	0	0	0	0	0	0	0	0	0	0	3.59458	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Roseburia.s__Roseburia_hominis	0	0	0	0	0.935763	0.685458	0	2.72825	0	0	0	0	1.4829	0	0	0	0.85018	0	0	0	0.818692	1.19346
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.948084	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	3.99225	0	0.484901	0	0	2.9855	0	0	1.45802	0	1.61061	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Ruminococcaceae_unclassified.s__Clostridium_leptum	7.43984	24.3865	0	0	1.92561	0.4268	0	16.844	6.26253	19.0795	3.95017	3.44562	0.286698	0	38.8146	46.5848	4.95188	0.677706	0	4.76399	3.00596	3.46211
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	4.32622	0	6.8202	7.12904	0	11.2941	0	0	0	0	0	5.31477	19.3457	0	0	0	5.37493	1.95773	6.11578	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	0.864435	0	0	14.3746	1.91417	3.1918	0	0.625701	0.671381	0.904905	6.4504	1.25376	0	19.5376	2.53673	1.06997	3.0365	12.6229	2.34473	0.839557	0.893781	1.03962
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Streptococcus.s__Streptococcus_mutans	0	0	0	0	0	0	0	0	0	0	0	0.382983	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374212
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Streptococcus.s__Streptococcus_pneumoniae	0	0	0	0	0	0	0	7.46794	0.867913	0	0	0	0	0	0	0	0	0	4.08042	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	0	0	0	0.614806	0.839369	0	0	0	0	0	0.34234	0.248979	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Streptococcus.s__Streptococcus_thermophilus	0	0	0	0	0	0	7.50203	0	8.47534	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Streptococcus.s__Streptococcus_vestibularis	0	7.26007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|unclassified	117.175	193.428	138.898	111.2	70.2504	89.2101	103.54	164.583	173.535	117.091	124.706	62.7841	189.474	250.366	85.1988	85.5399	143.42	212.027	183.64	311.584	91.9314	101.404
CALVIN-PWY: Calvin-Benson-Bassham cycle	423.991	373.582	572.406	342.264	567.975	341.961	504.872	407.133	443.306	508.393	392.333	445.816	450.38	387.587	528.269	540.16	435.768	335.103	346.591	412.928	408.087	461.292
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	15.6204	0.495822	3.87134	0	0	14.8457	0	45.9226	8.08585	0	26.7752	24.5793	54.4353	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	2.29603	0	0	0	0	0	0	0	0	0.116331	1.04441	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0	0.815339	0	0.582007	0	0	0	0	0	5.98165	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Bacteroides.s__Bacteroides_fragilis	0	0	1.46875	0	0	3.11806	0.3807	0	0	0.88741	0	0.180651	0	0	0	0.700836	7.91676	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_hydrogenotrophica	1.72179	0	0	4.10625	0	0	0	0	2.44608	1.37085	15.0711	0	0	0	0	0	0	4.53171	4.80108	2.46751	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_obeum	0	0	0	0	1.53886	5.29444	6.22549	0	0	3.83695	0	0	2.17963	0	4.43177	3.18437	0.683297	0	0	0	6.76103	14.2383
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_sp_CAG_257	0	0	0	0	0	0	0	2.38951	39.9199	21.4687	4.93438	1.26275	0	0	13.5223	29.6154	2.62252	0	3.27439	7.48441	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Blautia_wexlerae	0	0	0	0	56.0059	1.983	12.2721	4.75744	0	43.1846	0	28.5205	15.5046	0	30.8355	30.5817	28.5555	0	0	0	10.1864	22.7611
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Blautia.s__Ruminococcus_torques	26.6742	0	30.5682	13.8927	133.779	3.19416	11.1882	17.073	25.1637	25.6234	0	17.8056	16.7454	17.4617	24.6158	21.6603	8.70572	19.1355	20.2056	11.5213	32.4183	55.1152
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Candidatus_Stoquefichus.s__Candidatus_Stoquefichus_sp_KLE1796	0	0	0	0	0	0	0	0	0	0	0	4.70393	0	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Catabacter.s__Catabacter_hongkongensis	0	0	0	20.1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.616118	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA	0	0	0	0	0	0.751932	0	0.128545	0.273148	0	0	0	0	0	0	1.18211	0.148951	0	0.205473	0.262357	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Clostridioides.s__Clostridioides_difficile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938276	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Clostridium.s__Clostridium_sp_CAG_58	0	0	0	0	0	0	0.480305	0	0	3.23728	0	0	1.3815	0	0	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Collinsella.s__Collinsella_aerofaciens	0	0	0	0	58.6263	17.9853	15.9845	40.6454	0	0	0	0	5.39354	0	51.5205	57.1297	0	0	0	0	5.5834	12.8656
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0.137521	0	0	0	0	0	0	0.7863	0	1.0153	0	0	0	0	0	0	0
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Eisenbergiella.s__Eisenbergiella_tayi	0	0	0	2.71024	0.875411	0.445034	0	0.514647	0	1.35453	0	0	0	0.975755	0.70021	0.301043	0	0	0	0	0	0.19599
